provider_identifier,hospital_name,address,city,state,zip_code,county,phone_number,payment_measure_name,payment_measure_identifier,payment_category_name,denominator,payment_actual,payment_estimate_lower,payment_estimate_higher,payment_footnote,value_of_care_name,value_of_care_identifier,value_category_name,value_footnote,start_date,end_date
50006,ST JOSEPH HOSPITAL,2700 DOLBEER ST,EUREKA,CA,95501,HUMBOLDT,7074458121,Payment for heart failure patients,PAYM_30_HF,Less than the National Average Payment,296,14683,13603,15832,NA,Value of Care Heart Failure measure,MORT_PAYM_30_HF,Worse mortality and lower payment,NA,2013-07-01,2016-06-30
31305,HOPI HEALTH CARE CENTER,HIGHWAY 264 MILEPOST 388,POLACCA,AZ,86042,NAVAJO,9287376000,Payment for heart attack patients,PAYM_30_AMI,Not Available, , , , ,7 - No cases met the criteria for this measure.,Value of Care Heart Attack measure,MORT_PAYM_30_AMI,Not Available,13 - Results cannot be calculated for this reporting period.,2013-07-01,2016-06-30
31305,HOPI HEALTH CARE CENTER,HIGHWAY 264 MILEPOST 388,POLACCA,AZ,86042,NAVAJO,9287376000,Payment for heart failure patients,PAYM_30_HF,Number of Cases Too Small, , , , ,1 - The number of cases/patients is too few to report.,Value of Care Heart Failure measure,MORT_PAYM_30_HF,Not Available,13 - Results cannot be calculated for this reporting period.,2013-07-01,2016-06-30
31305,HOPI HEALTH CARE CENTER,HIGHWAY 264 MILEPOST 388,POLACCA,AZ,86042,NAVAJO,9287376000,Payment for hip/knee replacement patients,PAYM_90_HIP_KNEE,Not Available, , , , ,5 - Results are not available for this reporting period.,Value of Care hip/knee replacement measure,COMP_PAYM_90_HIP_KNEE,Not Available,13 - Results cannot be calculated for this reporting period.,2013-04-01,2016-03-31
31305,HOPI HEALTH CARE CENTER,HIGHWAY 264 MILEPOST 388,POLACCA,AZ,86042,NAVAJO,9287376000,Payment for pneumonia patients,PAYM_30_PN,Less than the National Average Payment,27,12470,10130,14784,NA,Value of Care Pneumonia measure,MORT_PAYM_30_PN,Average mortality and lower payment,NA,2013-07-01,2016-06-30
31308,HUHU KAM MEMORIAL HOSPITAL,483 WEST SEED FARM ROAD,SACATON,AZ,85147,PINAL,5205623321,Payment for heart attack patients,PAYM_30_AMI,Not Available, , , , ,19 - Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Value of Care Heart Attack measure,MORT_PAYM_30_AMI,Not Available,19 - Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,2013-07-01,2016-06-30
31308,HUHU KAM MEMORIAL HOSPITAL,483 WEST SEED FARM ROAD,SACATON,AZ,85147,PINAL,5205623321,Payment for heart failure patients,PAYM_30_HF,Not Available, , , , ,19 - Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Value of Care Heart Failure measure,MORT_PAYM_30_HF,Not Available,19 - Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,2013-07-01,2016-06-30
31308,HUHU KAM MEMORIAL HOSPITAL,483 WEST SEED FARM ROAD,SACATON,AZ,85147,PINAL,5205623321,Payment for hip/knee replacement patients,PAYM_90_HIP_KNEE,Not Available, , , , ,19 - Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Value of Care hip/knee replacement measure,COMP_PAYM_90_HIP_KNEE,Not Available,19 - Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,2013-04-01,2016-03-31
31308,HUHU KAM MEMORIAL HOSPITAL,483 WEST SEED FARM ROAD,SACATON,AZ,85147,PINAL,5205623321,Payment for pneumonia patients,PAYM_30_PN,Not Available, , , , ,19 - Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Value of Care Pneumonia measure,MORT_PAYM_30_PN,Not Available,19 - Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,2013-07-01,2016-06-30
31309,SAGE MEMORIAL HOSPITAL,STATE ROUTE 264 SOUTH 191,GANADO,AZ,86505,APACHE,9287554541,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small, , , , ,1 - The number of cases/patients is too few to report.,Value of Care Heart Attack measure,MORT_PAYM_30_AMI,Not Available,13 - Results cannot be calculated for this reporting period.,2013-07-01,2016-06-30
31309,SAGE MEMORIAL HOSPITAL,STATE ROUTE 264 SOUTH 191,GANADO,AZ,86505,APACHE,9287554541,Payment for heart failure patients,PAYM_30_HF,Number of Cases Too Small, , , , ,1 - The number of cases/patients is too few to report.,Value of Care Heart Failure measure,MORT_PAYM_30_HF,Not Available,13 - Results cannot be calculated for this reporting period.,2013-07-01,2016-06-30
31309,SAGE MEMORIAL HOSPITAL,STATE ROUTE 264 SOUTH 191,GANADO,AZ,86505,APACHE,9287554541,Payment for hip/knee replacement patients,PAYM_90_HIP_KNEE,Not Available, , , , ,5 - Results are not available for this reporting period.,Value of Care hip/knee replacement measure,COMP_PAYM_90_HIP_KNEE,Not Available,13 - Results cannot be calculated for this reporting period.,2013-04-01,2016-03-31
31309,SAGE MEMORIAL HOSPITAL,STATE ROUTE 264 SOUTH 191,GANADO,AZ,86505,APACHE,9287554541,Payment for pneumonia patients,PAYM_30_PN,Less than the National Average Payment,63,14790,12813,16881,NA,Value of Care Pneumonia measure,MORT_PAYM_30_PN,Average mortality and lower payment,NA,2013-07-01,2016-06-30
40007,CHI-ST VINCENT INFIRMARY,TWO ST VINCENT CIRCLE,LITTLE ROCK,AR,72205,PULASKI,5015523000,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,221,25027,23021,27213,NA,Value of Care Heart Attack measure,MORT_PAYM_30_AMI,Average mortality and average payment,NA,2013-07-01,2016-06-30
40007,CHI-ST VINCENT INFIRMARY,TWO ST VINCENT CIRCLE,LITTLE ROCK,AR,72205,PULASKI,5015523000,Payment for heart failure patients,PAYM_30_HF,Greater than the National Average Payment,544,17389,16476,18386,NA,Value of Care Heart Failure measure,MORT_PAYM_30_HF,Average mortality and higher payment,NA,2013-07-01,2016-06-30
40007,CHI-ST VINCENT INFIRMARY,TWO ST VINCENT CIRCLE,LITTLE ROCK,AR,72205,PULASKI,5015523000,Payment for hip/knee replacement patients,PAYM_90_HIP_KNEE,Less than the National Average Payment,800,17516,17112,17915,NA,Value of Care hip/knee replacement measure,COMP_PAYM_90_HIP_KNEE,Average complications and lower payment,NA,2013-04-01,2016-03-31
40007,CHI-ST VINCENT INFIRMARY,TWO ST VINCENT CIRCLE,LITTLE ROCK,AR,72205,PULASKI,5015523000,Payment for pneumonia patients,PAYM_30_PN,Greater than the National Average Payment,523,18638,17652,19662,NA,Value of Care Pneumonia measure,MORT_PAYM_30_PN,Average mortality and higher payment,NA,2013-07-01,2016-06-30
40018,SPARKS MEDICAL CENTER - VAN BUREN,EAST MAIN AND SOUTH 20TH STREET,VAN BUREN,AR,72956,CRAWFORD,4794743401,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small, , , , ,1 - The number of cases/patients is too few to report.,Value of Care Heart Attack measure,MORT_PAYM_30_AMI,Not Available,13 - Results cannot be calculated for this reporting period.,2013-07-01,2016-06-30
40018,SPARKS MEDICAL CENTER - VAN BUREN,EAST MAIN AND SOUTH 20TH STREET,VAN BUREN,AR,72956,CRAWFORD,4794743401,Payment for heart failure patients,PAYM_30_HF,No Different than the National Average Payment,27,16141,13748,18982,NA,Value of Care Heart Failure measure,MORT_PAYM_30_HF,Average mortality and average payment,NA,2013-07-01,2016-06-30
40018,SPARKS MEDICAL CENTER - VAN BUREN,EAST MAIN AND SOUTH 20TH STREET,VAN BUREN,AR,72956,CRAWFORD,4794743401,Payment for hip/knee replacement patients,PAYM_90_HIP_KNEE,Number of Cases Too Small, , , , ,NA,Value of Care hip/knee replacement measure,COMP_PAYM_90_HIP_KNEE,Not Available,13 - Results cannot be calculated for this reporting period.,2013-04-01,2016-03-31
40018,SPARKS MEDICAL CENTER - VAN BUREN,EAST MAIN AND SOUTH 20TH STREET,VAN BUREN,AR,72956,CRAWFORD,4794743401,Payment for pneumonia patients,PAYM_30_PN,Less than the National Average Payment,72,15052,13164,16952,NA,Value of Care Pneumonia measure,MORT_PAYM_30_PN,Average mortality and lower payment,NA,2013-07-01,2016-06-30
40050,OUACHITA COUNTY MEDICAL CENTER,638 CALIFORNIA AVENUE,CAMDEN,AR,71701,OUACHITA,8708361000,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small, , , , ,1 - The number of cases/patients is too few to report.,Value of Care Heart Attack measure,MORT_PAYM_30_AMI,Not Available,13 - Results cannot be calculated for this reporting period.,2013-07-01,2016-06-30
40050,OUACHITA COUNTY MEDICAL CENTER,638 CALIFORNIA AVENUE,CAMDEN,AR,71701,OUACHITA,8708361000,Payment for heart failure patients,PAYM_30_HF,No Different than the National Average Payment,73,15935,14107,18085,NA,Value of Care Heart Failure measure,MORT_PAYM_30_HF,Average mortality and average payment,NA,2013-07-01,2016-06-30
40050,OUACHITA COUNTY MEDICAL CENTER,638 CALIFORNIA AVENUE,CAMDEN,AR,71701,OUACHITA,8708361000,Payment for hip/knee replacement patients,PAYM_90_HIP_KNEE,No Different than the National Average Payment,66,24268,22371,26370,NA,Value of Care hip/knee replacement measure,COMP_PAYM_90_HIP_KNEE,Average complications and average payment,NA,2013-04-01,2016-03-31
40050,OUACHITA COUNTY MEDICAL CENTER,638 CALIFORNIA AVENUE,CAMDEN,AR,71701,OUACHITA,8708361000,Payment for pneumonia patients,PAYM_30_PN,Less than the National Average Payment,185,15461,14136,16750,NA,Value of Care Pneumonia measure,MORT_PAYM_30_PN,Average mortality and lower payment,NA,2013-07-01,2016-06-30
40154,BAPTIST HEALTH MEDICAL CENTER-CONWAY,1555 EXCHANGE AVENUE,CONWAY,AR,72032,FAULKNER,5015852000,Payment for heart attack patients,PAYM_30_AMI,Not Available, , , , ,5 - Results are not available for this reporting period.,Value of Care Heart Attack measure,MORT_PAYM_30_AMI,Not Available,13 - Results cannot be calculated for this reporting period.,2013-07-01,2016-06-30
40154,BAPTIST HEALTH MEDICAL CENTER-CONWAY,1555 EXCHANGE AVENUE,CONWAY,AR,72032,FAULKNER,5015852000,Payment for heart failure patients,PAYM_30_HF,Not Available, , , , ,5 - Results are not available for this reporting period.,Value of Care Heart Failure measure,MORT_PAYM_30_HF,Not Available,13 - Results cannot be calculated for this reporting period.,2013-07-01,2016-06-30
40154,BAPTIST HEALTH MEDICAL CENTER-CONWAY,1555 EXCHANGE AVENUE,CONWAY,AR,72032,FAULKNER,5015852000,Payment for hip/knee replacement patients,PAYM_90_HIP_KNEE,Not Available, , , , ,5 - Results are not available for this reporting period.,Value of Care hip/knee replacement measure,COMP_PAYM_90_HIP_KNEE,Not Available,13 - Results cannot be calculated for this reporting period.,2013-04-01,2016-03-31
40154,BAPTIST HEALTH MEDICAL CENTER-CONWAY,1555 EXCHANGE AVENUE,CONWAY,AR,72032,FAULKNER,5015852000,Payment for pneumonia patients,PAYM_30_PN,Not Available, , , , ,5 - Results are not available for this reporting period.,Value of Care Pneumonia measure,MORT_PAYM_30_PN,Not Available,13 - Results cannot be calculated for this reporting period.,2013-07-01,2016-06-30
41319,DE QUEEN MEDICAL CENTER  INC,1306 WEST COLLIN RAYE DRIVE,DE QUEEN,AR,71832,SEVIER,8705844111,Payment for heart failure patients,PAYM_30_HF,No Different than the National Average Payment,55,18040,15658,20863,NA,Value of Care Heart Failure measure,MORT_PAYM_30_HF,Worse mortality and average payment,NA,2013-07-01,2016-06-30
41314,DEWITT HOSPITAL & NURSING HOME  INC,1641 WHITEHEAD DRIVE,DE WITT,AR,72042,ARKANSAS,8709463571,Payment for heart failure patients,PAYM_30_HF,Less than the National Average Payment,35,13698,11697,15948,NA,Value of Care Heart Failure measure,MORT_PAYM_30_HF,Average mortality and lower payment,NA,2013-07-01,2016-06-30
41314,DEWITT HOSPITAL & NURSING HOME  INC,1641 WHITEHEAD DRIVE,DE WITT,AR,72042,ARKANSAS,8709463571,Payment for pneumonia patients,PAYM_30_PN,Less than the National Average Payment,71,14141,12310,15979,NA,Value of Care Pneumonia measure,MORT_PAYM_30_PN,Average mortality and lower payment,NA,2013-07-01,2016-06-30
41314,DEWITT HOSPITAL & NURSING HOME  INC,1641 WHITEHEAD DRIVE,DE WITT,AR,72042,ARKANSAS,8709463571,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small, , , , ,1 - The number of cases/patients is too few to report.,Value of Care Heart Attack measure,MORT_PAYM_30_AMI,Not Available,13 - Results cannot be calculated for this reporting period.,2013-07-01,2016-06-30
41314,DEWITT HOSPITAL & NURSING HOME  INC,1641 WHITEHEAD DRIVE,DE WITT,AR,72042,ARKANSAS,8709463571,Payment for hip/knee replacement patients,PAYM_90_HIP_KNEE,Not Available, , , , ,5 - Results are not available for this reporting period.,Value of Care hip/knee replacement measure,COMP_PAYM_90_HIP_KNEE,Not Available,13 - Results cannot be calculated for this reporting period.,2013-04-01,2016-03-31
41324,CHI ST VINCENT MORRILTON,#4 HOSPITAL DRIVE,MORRILTON,AR,72110,CONWAY,5019772300,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small, , , , ,1 - The number of cases/patients is too few to report.,Value of Care Heart Attack measure,MORT_PAYM_30_AMI,Not Available,13 - Results cannot be calculated for this reporting period.,2013-07-01,2016-06-30
41324,CHI ST VINCENT MORRILTON,#4 HOSPITAL DRIVE,MORRILTON,AR,72110,CONWAY,5019772300,Payment for heart failure patients,PAYM_30_HF,No Different than the National Average Payment,56,14947,13006,17038,NA,Value of Care Heart Failure measure,MORT_PAYM_30_HF,Average mortality and average payment,NA,2013-07-01,2016-06-30
41324,CHI ST VINCENT MORRILTON,#4 HOSPITAL DRIVE,MORRILTON,AR,72110,CONWAY,5019772300,Payment for hip/knee replacement patients,PAYM_90_HIP_KNEE,Not Available, , , , ,5 - Results are not available for this reporting period.,Value of Care hip/knee replacement measure,COMP_PAYM_90_HIP_KNEE,Not Available,13 - Results cannot be calculated for this reporting period.,2013-04-01,2016-03-31
41324,CHI ST VINCENT MORRILTON,#4 HOSPITAL DRIVE,MORRILTON,AR,72110,CONWAY,5019772300,Payment for pneumonia patients,PAYM_30_PN,No Different than the National Average Payment,114,15921,14259,17651,NA,Value of Care Pneumonia measure,MORT_PAYM_30_PN,Average mortality and average payment,NA,2013-07-01,2016-06-30
41328,CHICOT MEMORIAL MEDICAL CENTER,2729 SOUTH HIGHWAY 65 & 82,LAKE VILLAGE,AR,71653,CHICOT,8702655351,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,25,24771,21380,28885,NA,Value of Care Heart Attack measure,MORT_PAYM_30_AMI,Not Available,13 - Results cannot be calculated for this reporting period.,2013-07-01,2016-06-30
41328,CHICOT MEMORIAL MEDICAL CENTER,2729 SOUTH HIGHWAY 65 & 82,LAKE VILLAGE,AR,71653,CHICOT,8702655351,Payment for heart failure patients,PAYM_30_HF,No Different than the National Average Payment,61,17731,15582,20305,NA,Value of Care Heart Failure measure,MORT_PAYM_30_HF,Average mortality and average payment,NA,2013-07-01,2016-06-30
41328,CHICOT MEMORIAL MEDICAL CENTER,2729 SOUTH HIGHWAY 65 & 82,LAKE VILLAGE,AR,71653,CHICOT,8702655351,Payment for hip/knee replacement patients,PAYM_90_HIP_KNEE,Not Available, , , , ,5 - Results are not available for this reporting period.,Value of Care hip/knee replacement measure,COMP_PAYM_90_HIP_KNEE,Not Available,13 - Results cannot be calculated for this reporting period.,2013-04-01,2016-03-31
41328,CHICOT MEMORIAL MEDICAL CENTER,2729 SOUTH HIGHWAY 65 & 82,LAKE VILLAGE,AR,71653,CHICOT,8702655351,Payment for pneumonia patients,PAYM_30_PN,No Different than the National Average Payment,71,15348,13351,17304,NA,Value of Care Pneumonia measure,MORT_PAYM_30_PN,Average mortality and average payment,NA,2013-07-01,2016-06-30
50054,SAN GORGONIO MEMORIAL HOSPITAL,600 NORTH HIGHLAND SPRINGS AVENUE,BANNING,CA,92220,RIVERSIDE,9518451121,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,58,22881,20300,25763,NA,Value of Care Heart Attack measure,MORT_PAYM_30_AMI,Average mortality and average payment,NA,2013-07-01,2016-06-30
50054,SAN GORGONIO MEMORIAL HOSPITAL,600 NORTH HIGHLAND SPRINGS AVENUE,BANNING,CA,92220,RIVERSIDE,9518451121,Payment for heart failure patients,PAYM_30_HF,No Different than the National Average Payment,82,15451,13721,17475,NA,Value of Care Heart Failure measure,MORT_PAYM_30_HF,Average mortality and average payment,NA,2013-07-01,2016-06-30
50054,SAN GORGONIO MEMORIAL HOSPITAL,600 NORTH HIGHLAND SPRINGS AVENUE,BANNING,CA,92220,RIVERSIDE,9518451121,Payment for hip/knee replacement patients,PAYM_90_HIP_KNEE,Less than the National Average Payment,59,16669,15433,17977,NA,Value of Care hip/knee replacement measure,COMP_PAYM_90_HIP_KNEE,Average complications and lower payment,NA,2013-04-01,2016-03-31
50054,SAN GORGONIO MEMORIAL HOSPITAL,600 NORTH HIGHLAND SPRINGS AVENUE,BANNING,CA,92220,RIVERSIDE,9518451121,Payment for pneumonia patients,PAYM_30_PN,Greater than the National Average Payment,158,18760,17048,20344,NA,Value of Care Pneumonia measure,MORT_PAYM_30_PN,Average mortality and higher payment,NA,2013-07-01,2016-06-30
50103,WHITE MEMORIAL MEDICAL CENTER,1720 E CESAR AVENUE,LOS ANGELES,CA,90033,LOS ANGELES,3232685000,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,87,23985,21282,27142,NA,Value of Care Heart Attack measure,MORT_PAYM_30_AMI,Average mortality and average payment,NA,2013-07-01,2016-06-30
50103,WHITE MEMORIAL MEDICAL CENTER,1720 E CESAR AVENUE,LOS ANGELES,CA,90033,LOS ANGELES,3232685000,Payment for heart failure patients,PAYM_30_HF,Greater than the National Average Payment,117,18452,16635,20488,NA,Value of Care Heart Failure measure,MORT_PAYM_30_HF,Average mortality and higher payment,NA,2013-07-01,2016-06-30
50103,WHITE MEMORIAL MEDICAL CENTER,1720 E CESAR AVENUE,LOS ANGELES,CA,90033,LOS ANGELES,3232685000,Payment for hip/knee replacement patients,PAYM_90_HIP_KNEE,Greater than the National Average Payment,70,28068,25635,30739,NA,Value of Care hip/knee replacement measure,COMP_PAYM_90_HIP_KNEE,Average complications and higher payment,NA,2013-04-01,2016-03-31
